Datum;Zeit;Terminal;Schlüssel;Kundennummer;EAN;Produkt;Kategorie;Preis;MwSt
2025-04-25;20:15;A;0009740698;40448;9990000000000;Direktbuchung;Direktbuchung;18.00;19
2025-04-25;20:19;A;0009740698;40448;4002103019107;"Erdinger Alkoholfrei 0.5l";Bier;1.50;19
2025-04-25;20:23;A;0009891815;421808;4004160005338;"Berliner Pilsner 0,5l";Getränke;1.20;19
2025-04-25;20:26;A;0007305955;454724;4004160005338;"Berliner Pilsner 0,5l";Getränke;1.20;19
2025-04-25;21:24;A;0013433086;421867;9990000000000;Direktbuchung;Direktbuchung;16.00;19
2025-04-25;21:24;A;0009880987;427746;9990000000000;Direktbuchung;Direktbuchung;17.00;19
2025-04-25;21:24;A;0009854787;40488;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-25;21:26;A;0009891815;421808;9990000000000;Direktbuchung;Direktbuchung;18.00;19
2025-04-25;21:27;A;0016163833;40478;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-25;21:27;A;0016163833;40478;9990000000000;Direktbuchung;Direktbuchung;1.30;19
2025-04-25;21:32;A;0009854787;40488;9990000000000;Direktbuchung;Direktbuchung;20.00;19
2025-04-25;21:32;A;0007305955;454724;9990000000000;Direktbuchung;Direktbuchung;20.00;19
2025-04-25;21:32;A;0009841728;40530;9990000000000;Direktbuchung;Direktbuchung;18.00;19
2025-04-25;21:33;A;0009871926;251686;9990000000000;Direktbuchung;Direktbuchung;20.00;19
2025-04-25;21:33;A;0016522289;40480;9990000000000;Direktbuchung;Direktbuchung;20.00;19
2025-04-25;21:33;A;0016352584;250430;4004160005338;"Berliner Pilsner 0,5l";Getränke;1.20;19
2025-04-25;21:38;A;0016381852;444796;4066600203711;"Limo Orange - Paulaner 0.33l";Getränke;1.00;19
2025-04-25;21:40;A;0009740698;40448;9990000000000;Direktbuchung;Direktbuchung;2.00;19
2025-04-25;22:07;A;0009880987;427746;4004160005338;"Berliner Pilsner 0,5l";Getränke;1.20;19
2025-04-25;22:23;A;0016163833;40478;9990000000000;Direktbuchung;Direktbuchung;22.00;19
2025-04-25;22:37;A;0009854787;40488;4004160005338;"Berliner Pilsner 0,5l";Getränke;1.20;19
2025-04-25;22:52;A;0016163833;40478;9990000000000;Direktbuchung;Direktbuchung;1.30;19
2025-04-25;22:53;A;0016352584;250430;9990000000000;Direktbuchung;Direktbuchung;1.30;19
2025-04-25;23:28;A;0016332365;40535;4013256642722;"Lichtenauer - medium - 0.5l";Wasser;0.85;19
2025-04-25;23:45;A;0016163833;40478;4002103019107;"Erdinger Alkoholfrei 0.5l";Bier;1.50;19
2025-04-26;00:26;A;0008016950;420243;4014388001036;"Radeberger Pilsender 0.5l";Bier;1.20;19
2025-04-26;00:39;A;0016163833;40478;9990000000000;Direktbuchung;Direktbuchung;1.30;19
2025-04-26;08:45;A;0016352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-26;08:48;A;0016522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-26;08:48;A;0016522289;40480;9990000000000;Direktbuchung;Direktbuchung;1.20;19
2025-04-26;08:48;A;0016060546;40427;2;Kaffee;Speisen;0.50;19
2025-04-26;08:56;A;0009854787;40488;2;Kaffee;Speisen;0.50;19
2025-04-26;09:00;A;0016352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-26;09:00;A;0016163833;40478;2;Kaffee;Speisen;0.50;19
2025-04-26;09:11;A;0009825902;40544;2;Kaffee;Speisen;0.50;19
2025-04-26;09:12;A;0009839906;40509;2;Kaffee;Speisen;0.50;19
2025-04-26;09:13;A;0016352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-26;09:15;A;0016163833;40478;2;Kaffee;Speisen;0.50;19
2025-04-26;09:37;A;0016526365;68309;4463300210009;"ICAO Wettbewerbskarte Mitglied";Merchendise;12.00;19
2025-04-26;09:37;A;0016526365;68309;2;Kaffee;Speisen;0.50;19
2025-04-26;09:40;A;0009854787;40488;2;Kaffee;Speisen;0.50;19
2025-04-26;09:41;A;0009891815;421808;4463300210009;"ICAO Wettbewerbskarte Mitglied";Merchendise;12.00;19
2025-04-26;09:43;A;0016226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-26;09:56;A;0006353759;460336;2;Kaffee;Speisen;0.50;19
2025-04-26;10:21;A;0009891815;421808;2;Kaffee;Speisen;0.50;19
2025-04-26;11:45;A;0004555971;5237;2;Kaffee;Speisen;0.50;19
2025-04-26;11:45;A;0004555971;5237;2;Kaffee;Speisen;0.50;19
2025-04-26;12:13;A;0016226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-26;12:22;A;0016339774;40428;1;Essen;Speisen;5.00;19
2025-04-26;12:23;A;0016339774;40428;1;Essen;Speisen;5.00;19
2025-04-26;12:23;A;0013433086;421867;1;Essen;Speisen;5.00;19
2025-04-26;12:25;A;0016055761;40429;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;12:33;A;0006357460;40432;4388840215829;"ja! Mineralwasser medium 0.5l";Wasser;0.50;19
2025-04-26;12:46;A;0014332988;40422;1;Essen;Speisen;5.00;19
2025-04-26;12:55;A;0016332365;40535;1;Essen;Speisen;5.00;19
2025-04-26;13:06;A;0009871926;251686;1;Essen;Speisen;5.00;19
2025-04-26;13:06;A;0009871926;251686;1;Essen;Speisen;5.00;19
2025-04-26;13:06;A;0009854787;40488;1;Essen;Speisen;5.00;19
2025-04-26;13:07;A;0016163833;40478;1;Essen;Speisen;5.00;19
2025-04-26;13:07;A;0016163833;40478;4014472002512;"Bionade Holunder 0.33l";Getränke;1.30;19
2025-04-26;13:10;A;0016163833;40478;1;Essen;Speisen;5.00;19
2025-04-26;13:11;A;0016352584;250430;1;Essen;Speisen;5.00;19
2025-04-26;13:12;A;0016381852;444796;1;Essen;Speisen;5.00;19
2025-04-26;13:12;A;0016381852;444796;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;13:13;A;0008016950;420243;1;Essen;Speisen;5.00;19
2025-04-26;13:14;A;0006333307;448475;1;Essen;Speisen;5.00;19
2025-04-26;13:14;A;0009825902;40544;1;Essen;Speisen;5.00;19
2025-04-26;13:14;A;0009825902;40544;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;13:15;A;0016522289;40480;4388840215829;"ja! Mineralwasser medium 0.5l";Wasser;0.50;19
2025-04-26;13:15;A;0016522289;40480;1;Essen;Speisen;5.00;19
2025-04-26;13:15;A;0016226391;406509;4388840215829;"ja! Mineralwasser medium 0.5l";Wasser;0.50;19
2025-04-26;13:16;A;0014332988;40422;2;Kaffee;Speisen;0.50;19
2025-04-26;13:18;A;0016226391;406509;1;Essen;Speisen;5.00;19
2025-04-26;13:21;A;0009840658;474727;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;13:21;A;0009840658;474727;1;Essen;Speisen;5.00;19
2025-04-26;13:22;A;0006353759;460336;1;Essen;Speisen;5.00;19
2025-04-26;13:22;A;0006353759;460336;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;13:22;A;0009841728;40530;1;Essen;Speisen;5.00;19
2025-04-26;13:24;A;0009854787;40488;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;13:24;A;0009854787;40488;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;13:26;A;0002999285;40437;1;Essen;Speisen;5.00;19
2025-04-26;13:26;A;0002999285;40437;4066600203711;"Limo Orange - Paulaner 0.33l";Getränke;1.00;19
2025-04-26;13:30;A;0002999285;40437;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;13:33;A;0016522289;40480;202;Cornetto-Classico;Eis;2.50;19
2025-04-26;13:35;A;0009871926;251686;208;"BIG Sandwich";Eis;1.60;19
2025-04-26;13:36;A;0009841728;40530;2;Kaffee;Speisen;0.50;19
2025-04-26;13:51;A;0016381852;444796;205;Calippo-Cola;Eis;1.80;19
2025-04-26;13:51;A;0002999285;40437;204;Split;Eis;1.70;19
2025-04-26;15:07;B;0009854787;40488;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;15:07;B;0009854787;40488;9990000000000;Direktbuchung;Direktbuchung;0.50;19
2025-04-26;15:08;B;0009841728;40530;2;Kaffee;Speisen;0.50;19
2025-04-26;15:10;B;0009840658;474727;3;Kuchen;Speisen;1.00;19
2025-04-26;15:10;B;0016381852;444796;2;Kaffee;Speisen;0.50;19
2025-04-26;15:10;B;0016381852;444796;2;Kaffee;Speisen;0.50;19
2025-04-26;15:28;A;0009871926;251686;4014472279198;"Bionade Himbeer-Plaume 0.33l";Getränke;1.30;19
2025-04-26;15:47;B;0016522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-26;15:49;B;0009854787;40488;2;Kaffee;Speisen;0.50;19
2025-04-26;16:16;B;0002999285;40437;2;Kaffee;Speisen;0.50;19
2025-04-26;16:19;B;0016381852;444796;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;16:21;A;0004555971;5237;207;MAGNUM-CLASSIC;Eis;2.70;19
2025-04-26;16:28;A;0009871926;251686;206;MAGNUM-ALMOND;Eis;2.70;19
2025-04-26;16:30;A;0016163833;40478;208;"BIG Sandwich";Eis;1.60;19
2025-04-26;17:51;B;0009840658;474727;50112135;"Sprite Zitrone Limette 0.33l";Getränke;1.10;19
2025-04-26;18:46;A;0016522289;40480;9990000000000;Direktbuchung;Direktbuchung;1.20;19
2025-04-26;19:04;A;0016526365;68309;4002103019107;"Erdinger Alkoholfrei 0.5l";Bier;1.50;19
2025-04-26;19:04;A;0016526365;68309;4014388001036;"Radeberger Pilsender 0.5l";Bier;1.20;19
2025-04-26;19:08;A;0016226391;406509;4388840215829;"ja! Mineralwasser medium 0.5l";Wasser;0.50;19
2025-04-26;19:20;A;0009825902;40544;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;19:26;A;0003037083;424547;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;19:28;A;0016163833;40478;4014388001036;"Radeberger Pilsender 0.5l";Bier;1.20;19
2025-04-26;19:28;A;0016163833;40478;4260386220331;"Fläminger Radler 0.33l";Bier;1.10;19
2025-04-26;19:28;A;0016163833;40478;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;19:43;A;0016163833;40478;4260386220331;"Fläminger Radler 0.33l";Bier;1.10;19
2025-04-26;19:54;A;0009841728;40530;4014388001036;"Radeberger Pilsender 0.5l";Bier;1.20;19
2025-04-26;19:54;A;0002999285;40437;4014388001036;"Radeberger Pilsender 0.5l";Bier;1.20;19
2025-04-26;19:55;A;0006353759;460336;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;19:55;A;0006353759;460336;2;Kaffee;Speisen;0.50;19
2025-04-26;19:57;A;0016163833;40478;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;20:12;A;0006357460;40432;4463300210009;"ICAO Wettbewerbskarte Mitglied";Merchendise;12.00;19
2025-04-26;20:13;A;0016060546;40427;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;20:19;A;0016522289;40480;4004160005338;"Berliner Pilsner 0.5l";Getränke;1.20;19
2025-04-26;20:37;A;0011028660;497092;50112135;"Sprite Zitrone Limette 0.33l";Getränke;1.10;19
2025-04-26;21:42;A;0016381852;444796;4066600203711;"Limo Orange - Paulaner 0.33l";Getränke;1.00;19
2025-04-26;21:47;A;0006333307;448475;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;22:01;A;0009840658;474727;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-26;22:02;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-26;22:02;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-26;22:03;A;0008016950;420243;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-26;22:03;A;0016332365;40535;4002103019107;"Erdinger Alkoholfrei 0.5l";Bier;1.50;19
2025-04-26;22:54;A;0016352584;250430;4004160005338;"Berliner Pilsner 0.5l";Getränke;1.20;19
2025-04-26;22:54;A;0016163833;40478;4008948027000;"Jever Pils 0.5l";Bier;1.30;19
2025-04-26;23:00;A;0004555971;5237;4014472279198;"Bionade Himbeer-Plaume 0.33l";Getränke;1.30;19
2025-04-26;23:01;A;0009854787;40488;4014472279198;"Bionade Himbeer-Plaume 0.33l";Getränke;1.30;19
2025-04-26;23:05;A;0009880987;427746;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-27;08:26;A;0016526365;68309;2;Kaffee;Speisen;0.50;19
2025-04-27;08:27;A;0016163833;40478;2;Kaffee;Speisen;0.50;19
2025-04-27;08:27;A;0004555971;5237;2;Kaffee;Speisen;0.50;19
2025-04-27;08:29;A;0016352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-27;08:30;A;0016522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-27;08:37;A;0009854787;40488;2;Kaffee;Speisen;0.50;19
2025-04-27;08:37;A;0016352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-27;08:40;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;08:45;A;0016233192;40537;2;Kaffee;Speisen;0.50;19
2025-04-27;08:50;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;08:50;A;0016352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-27;08:51;A;0004555971;5237;2;Kaffee;Speisen;0.50;19
2025-04-27;08:51;A;0004555971;5237;2;Kaffee;Speisen;0.50;19
2025-04-27;08:51;A;0006092882;475635;2;Kaffee;Speisen;0.50;19
2025-04-27;08:59;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;09:02;A;0009854787;40488;2;Kaffee;Speisen;0.50;19
2025-04-27;09:05;A;0016339774;40428;2;Kaffee;Speisen;0.50;19
2025-04-27;09:05;A;0016339774;40428;2;Kaffee;Speisen;0.50;19
2025-04-27;09:13;A;0006333307;448475;2;Kaffee;Speisen;0.50;19
2025-04-27;09:34;A;0009825902;40544;4388810057732;"ja! Mineralwasser classic 0.5l";Wasser;0.50;19
2025-04-27;09:56;A;0016381852;444796;9990000000000;Direktbuchung;Direktbuchung;2.00;19
2025-04-27;09:59;A;0016233192;40537;4463300210009;"ICAO Wettbewerbskarte Mitglied";Merchendise;12.00;19
2025-04-27;10:29;A;0006092882;475635;206;MAGNUM-ALMOND;Eis;2.70;19
2025-04-27;10:29;A;0006092882;475635;203;"Snickers ice cream";Eis;2.20;19
2025-04-27;10:29;A;0006092882;475635;2;Kaffee;Speisen;0.50;19
2025-04-27;10:44;A;0003037083;424547;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;10:44;A;0003037083;424547;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;10:54;A;0016381852;444796;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;11:52;A;0014252568;442234;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;12:27;A;0016526365;68309;2;Kaffee;Speisen;0.50;19
2025-04-27;12:52;A;0016339774;40428;1;Essen;Speisen;6.00;19
2025-04-27;12:52;B;0013784702;452447;4388840215829;"ja! Mineralwasser medium 0.5l";Wasser;0.50;19
2025-04-27;12:52;A;0016339774;40428;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;12:53;B;0009840658;474727;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;12:53;A;0016339774;40428;1;Essen;Speisen;6.00;19
2025-04-27;12:57;A;0016381852;444796;1;Essen;Speisen;6.00;19
2025-04-27;12:57;A;0016381852;444796;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;13:00;A;0016163833;40478;1;Essen;Speisen;6.00;19
2025-04-27;13:00;A;0016163833;40478;4066600203711;"Limo Orange - Paulaner 0.33l";Getränke;1.00;19
2025-04-27;13:03;A;0014332988;40422;1;Essen;Speisen;6.00;19
2025-04-27;13:03;A;0014332988;40422;2;Kaffee;Speisen;0.50;19
2025-04-27;13:07;A;0016526365;68309;1;Essen;Speisen;6.00;19
2025-04-27;13:15;A;0006333307;448475;1;Essen;Speisen;6.00;19
2025-04-27;13:17;A;0016526365;68309;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;13:18;A;0016163833;40478;208;"BIG Sandwich";Eis;1.60;19
2025-04-27;13:21;B;0009854787;40488;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;13:22;B;0002999285;40437;4388840215829;"ja! Mineralwasser medium 0.5l";Wasser;0.50;19
2025-04-27;13:27;A;0013784702;452447;1;Essen;Speisen;6.00;19
2025-04-27;13:29;A;0008016950;420243;1;Essen;Speisen;6.00;19
2025-04-27;13:30;A;0009840658;474727;1;Essen;Speisen;6.00;19
2025-04-27;13:32;A;0014252568;442234;1;Essen;Speisen;6.00;19
2025-04-27;13:32;A;0014252568;442234;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;13:32;A;0009840658;474727;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;13:43;A;0014252568;442234;203;"Snickers ice cream";Eis;2.20;19
2025-04-27;13:51;A;0016522289;40480;1;Essen;Speisen;6.00;19
2025-04-27;13:51;A;0016522289;40480;4388810057732;"ja! Mineralwasser classic 0.5l";Wasser;0.50;19
2025-04-27;13:51;A;0011028660;497092;1;Essen;Speisen;6.00;19
2025-04-27;13:51;A;0011028660;497092;4066600203711;"Limo Orange - Paulaner 0.33l";Getränke;1.00;19
2025-04-27;13:53;A;0009854787;40488;1;Essen;Speisen;6.00;19
2025-04-27;13:54;A;0009841728;40530;1;Essen;Speisen;6.00;19
2025-04-27;13:55;A;0016226391;406509;1;Essen;Speisen;6.00;19
2025-04-27;13:57;A;0016332365;40535;1;Essen;Speisen;6.00;19
2025-04-27;14:01;A;0009825902;40544;1;Essen;Speisen;6.00;19
2025-04-27;14:01;A;0009825902;40544;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;14:01;A;0006186690;475264;1;Essen;Speisen;6.00;19
2025-04-27;14:04;A;0016226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-27;14:05;A;0016226391;406509;4388810057732;"ja! Mineralwasser classic 0.5l";Wasser;0.50;19
2025-04-27;14:05;A;0009841728;40530;2;Kaffee;Speisen;0.50;19
2025-04-27;14:05;A;0008016950;420243;2;Kaffee;Speisen;0.50;19
2025-04-27;14:06;A;0011028660;497092;204;Split;Eis;1.70;19
2025-04-27;14:06;A;0016522289;40480;202;Cornetto-Classico;Eis;2.50;19
2025-04-27;14:12;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;14:12;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;14:12;A;0006186690;475264;2;Kaffee;Speisen;0.50;19
2025-04-27;14:19;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;14:19;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;14:28;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;14:45;A;0006333307;448475;2;Kaffee;Speisen;0.50;19
2025-04-27;15:12;A;0006343943;485462;1;Essen;Speisen;6.00;19
2025-04-27;15:12;B;0009854787;40488;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;16:09;A;0016381852;444796;90357879;"Cola Zero 0.33l";Getränke;1.10;19
2025-04-27;16:09;A;0016381852;444796;207;MAGNUM-CLASSIC;Eis;2.70;19
2025-04-27;16:12;B;0006186690;475264;4066600203711;"Limo Orange - Paulaner 0.33l";Getränke;1.00;19
2025-04-27;16:30;B;0014252568;442234;208;"BIG Sandwich";Eis;1.60;19
2025-04-27;17:15;A;0016163833;40478;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-27;17:25;B;0013784702;452447;87126853;"Coca Cola 0.33l";Getränke;1.10;19
2025-04-27;18:15;A;0009854787;40488;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-27;18:15;A;0016352584;250430;1;Essen;Speisen;6.00;19
2025-04-27;18:26;A;0013784702;452447;9990000000000;Direktbuchung;Direktbuchung;6.50;19
2025-04-27;18:26;A;0009840658;474727;9990000000000;Direktbuchung;Direktbuchung;6.50;19
2025-04-27;18:49;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;18:49;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-27;19:22;A;0014252568;442234;1;Essen;Speisen;6.00;19
2025-04-27;19:22;A;0014252568;442234;9990000000000;Direktbuchung;Direktbuchung;10.00;19
2025-04-27;19:24;A;0016163833;40478;4004160005338;"Berliner Pilsner 0.5l";Getränke;1.20;19
2025-04-30;19:00;A;0009854787;40488;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-30;19:09;A;0016163833;40478;4008948027000;"Jever Pils 0.5l";Bier;1.30;19
2025-04-30;20:24;A;0016163833;40478;4002103000013;"Erdinger Weißbier 0.5l";Bier;1.50;19
2025-04-30;23:09;A;0016163833;40478;4008948027000;"Jever Pils 0.5l";Bier;1.30;19
2025-05-01;08:15;A;0016163833;40478;2;Kaffee;Speisen;0.50;19
2025-05-01;08:15;A;0016060546;40427;2;Kaffee;Speisen;0.50;19
2025-05-01;08:17;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-05-01;08:18;A;0016233192;40537;2;Kaffee;Speisen;0.50;19
2025-05-01;08:40;A;0006145532;40463;2;Kaffee;Speisen;0.50;19
2025-05-01;08:41;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-05-01;08:46;A;0009854787;40488;2;Kaffee;Speisen;0.50;19
2025-05-01;08:49;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-05-01;09:01;A;0008016950;420243;2;Kaffee;Speisen;0.50;19
2025-05-01;09:01;A;0006145532;40463;2;Kaffee;Speisen;0.50;19
2025-05-01;09:15;A;0016233192;40537;2;Kaffee;Speisen;0.50;19
2025-05-01;09:16;A;0009839906;40509;2;Kaffee;Speisen;0.50;19
2025-05-01;09:17;A;0016163833;40478;2;Kaffee;Speisen;0.50;19
2025-05-01;09:18;A;0009871926;251686;2;Kaffee;Speisen;0.50;19
2025-05-01;09:42;A;0009854787;40488;4388810057732;"ja! Mineralwasser classic 0.5l";Wasser;0.50;19
2025-05-01;09:42;A;0009854787;40488;4388810057732;"ja! Mineralwasser classic 0.5l";Wasser;0.50;19
2025-05-01;09:42;A;0009854787;40488;4388810057732;"ja! Mineralwasser classic 0.5l";Wasser;0.50;19
2025-05-01;09:43;A;0016332365;40535;2;Kaffee;Speisen;0.50;19
2025-05-01;09:48;A;0009871926;251686;4463300210009;"ICAO Wettbewerbskarte Mitglied";Merchendise;12.00;19
2025-05-01;15:48;X;0014252568;442234;2;Kaffee2;Speisen;0.50;19
2025-05-01;15:48;X;0014252568;442234;2;Kaffee2;Speisen;0.50;19
2025-05-01;15:49;X;0014252568;442234;9990000000000;Direktbuchung;Direktbuchung;5.00;19
